Country,Year (2010-2018),Gini_index,Palma,Ratio: [top20_bottom20],Bottom 40,Region,OECD, GDP_PPP [USD2011] , Population ,N/A
Denmark,2013,26.8,0.94,4.01,23.5,Europe,OECD,"$44,381.00 ","5,638,152.00",N/A
Denmark,2013,25.4,N/A,N/A,N/A,Europe,OECD,"$44,384.00 ","5,637,817.00",N/A
Denmark,2013,29.5,N/A,N/A,N/A,Europe,OECD,"$44,384.00 ","5,637,817.00",N/A
Denmark,2013,44.2,N/A,N/A,N/A,Europe,OECD,"$44,384.00 ","5,637,817.00",N/A
Denmark,2013,28.54,1.03,4.16,22.88,Europe,OECD,"$44,381.00 ","5,638,152.00",N/A
Denmark,2014,27.7,0.99,4.11,23.2,Europe,OECD,"$44,892.00 ","5,664,199.00",N/A
Denmark,2014,25.6,N/A,N/A,N/A,Europe,OECD,"$44,894.00 ","5,663,914.00",N/A
Denmark,2014,29.7,N/A,N/A,N/A,Europe,OECD,"$44,894.00 ","5,663,914.00",N/A
Denmark,2014,44.4,N/A,N/A,N/A,Europe,OECD,"$44,894.00 ","5,663,914.00",N/A
Denmark,2014,28.35,1.02,4.14,23.05,Europe,OECD,"$44,892.00 ","5,664,199.00",N/A
Denmark,2015,27.4,0.97,4.09,23.2,Europe,OECD,"$45,746.00 ","5,688,695.00",N/A
Denmark,2015,26.3,0.93,3.72,23.7,Europe,OECD,"$45,746.00 ","5,688,695.00",N/A
Denmark,2015,28.17,1.02,4.01,23.3,Europe,OECD,"$45,746.00 ","5,688,695.00",N/A
Denmark,2016,27.7,1,4.08,23.2,Europe,OECD,"$46,658.00 ","5,711,346.00",N/A
Denmark,2016,26.1,0.91,3.71,23.75,Europe,OECD,"$46,658.00 ","5,711,346.00",N/A
Denmark,2017,27.6,0.98,4.07,23.3,Europe,OECD,"$47,539.00 ","5,732,277.00",N/A
Denmark,2018,27.8,1,4.09,23.2,Europe,OECD,"$48,081.00 ","5,752,131.00",N/A
Djibouti,2012,45.13,2.45,11.76,14.04,Africa,Non-OECD,N/A,"868,136.00",N/A
Djibouti,2013,44.13,2.33,10.16,14.61,Africa,Non-OECD,N/A,"883,296.00",N/A
Djibouti,2017,41.59,2.04,8.81,15.82,Africa,Non-OECD,N/A,"944,100.00",N/A
Dominican Republic,2010,47,2.73,11.19,13.3,Americas,Non-OECD,"$11,133.00 ","9,897,985.00",N/A
Dominican Republic,2010,45.1,2.46,10.02,14.2,Americas,Non-OECD,"$11,133.00 ","9,897,985.00",N/A
Dominican Republic,2010,48,2.9,11.91,12.8,Americas,Non-OECD,"$11,365.00 ","9,695,117.00",N/A
Dominican Republic,2010,47.33,2.78,11.41,13.14,Americas,Non-OECD,"$11,365.00 ","9,695,117.00",N/A
Dominican Republic,2011,47.4,2.76,11.02,13.5,Americas,Non-OECD,"$11,334.00 ","10,027,095.00",N/A
Dominican Republic,2011,45.3,2.48,9.87,14.4,Americas,Non-OECD,"$11,334.00 ","10,027,095.00",N/A
Dominican Republic,2011,48.4,2.9,11.7,13.1,Americas,Non-OECD,"$11,581.00 ","9,813,219.00",N/A
Dominican Republic,2011,47.71,2.82,11.22,13.3,Americas,Non-OECD,"$11,581.00 ","9,813,219.00",N/A
Dominican Republic,2012,45.6,2.51,10.3,14.2,Americas,Non-OECD,"$11,495.00 ","10,154,950.00",N/A
Dominican Republic,2012,43.5,2.22,9.05,15.3,Americas,Non-OECD,"$11,495.00 ","10,154,950.00",N/A
Dominican Republic,2012,46.9,2.69,10.87,13.6,Americas,Non-OECD,"$11,754.00 ","9,930,916.00",N/A
Dominican Republic,2012,46.13,2.59,10.59,13.94,Americas,Non-OECD,"$11,754.00 ","9,930,916.00",N/A
Dominican Republic,2013,47,2.71,10.82,13.8,Americas,Non-OECD,"$11,907.00 ","10,281,296.00",N/A
Dominican Republic,2013,44.8,2.4,9.48,14.9,Americas,Non-OECD,"$11,907.00 ","10,281,296.00",N/A
Dominican Republic,2013,48.4,2.92,11.55,13.2,Americas,Non-OECD,"$12,183.00 ","10,048,226.00",N/A
Dominican Republic,2013,47.66,2.81,11.11,13.51,Americas,Non-OECD,"$12,183.00 ","10,048,226.00",N/A
Dominican Republic,2014,44.1,2.3,9.8,14.5,Americas,Non-OECD,"$12,663.00 ","10,405,844.00",N/A
Dominican Republic,2014,42.2,2.1,8.82,15.3,Americas,Non-OECD,"$12,663.00 ","10,405,844.00",N/A
Dominican Republic,2014,44.9,2.41,10.35,14,Americas,Non-OECD,"$12,963.00 ","10,165,182.00",N/A
Dominican Republic,2014,44.28,2.32,9.94,14.36,Americas,Non-OECD,"$12,963.00 ","10,165,182.00",N/A
Dominican Republic,2015,44.7,2.38,9.92,14.5,Americas,Non-OECD,"$13,396.00 ","10,528,394.00",N/A
Dominican Republic,2015,42.8,2.16,8.79,15.4,Americas,Non-OECD,"$13,396.00 ","10,528,394.00",N/A
Dominican Republic,2015,45.7,2.55,10.73,13.9,Americas,Non-OECD,"$13,717.00 ","10,281,675.00",N/A
Dominican Republic,2015,45.18,2.44,10.19,14.26,Americas,Non-OECD,"$13,717.00 ","10,281,675.00",N/A
Dominican Republic,2016,45.3,2.46,10.22,14.2,Americas,Non-OECD,"$14,120.00 ","10,648,791.00",N/A
Dominican Republic,2016,43.4,2.26,9.2,15,Americas,Non-OECD,"$14,120.00 ","10,648,791.00",N/A
Dominican Republic,2016,42.9,2.17,9.09,15.2,Americas,Non-OECD,"$14,461.00 ","10,397,738.00",N/A
Dominican Republic,2016,45.72,2.54,10.6,13.91,Americas,Non-OECD,"$14,461.00 ","10,397,738.00",N/A
Dominican Republic,2017,44.1,2.31,9.33,15.2,Americas,Non-OECD,"$14,953.00 ","10,513,111.00",N/A
Dominican Republic,2018,44.4,2.34,9.2,15.2,Americas,Non-OECD,"$15,821.00 ","10,627,147.00",N/A
Ecuador,2010,48.7,2.98,12.83,12.6,Americas,Non-OECD,"$9,352.00 ","14,934,690.00",N/A
Ecuador,2010,46.3,2.63,11.26,13.6,Americas,Non-OECD,"$9,352.00 ","14,934,690.00",N/A
Ecuador,2010,49,3.02,12.18,12.8,Americas,Non-OECD,"$9,305.00 ","15,011,114.00",N/A
Ecuador,2010,48.73,2.98,12.95,12.57,Americas,Non-OECD,"$9,305.00 ","15,011,114.00",N/A
Ecuador,2011,45.8,2.54,11.59,13.4,Americas,Non-OECD,"$9,927.00 ","15,177,355.00",N/A
Ecuador,2011,43.5,2.22,10.02,14.6,Americas,Non-OECD,"$9,927.00 ","15,177,355.00",N/A
Ecuador,2011,45.8,2.51,10.69,13.8,Americas,Non-OECD,"$9,884.00 ","15,243,885.00",N/A
Ecuador,2011,45.88,2.55,11.54,13.38,Americas,Non-OECD,"$9,884.00 ","15,243,885.00",N/A
Ecuador,2011,45.9,N/A,N/A,N/A,Americas,Non-OECD,"$9,927.00 ","15,177,355.00",N/A
Ecuador,2011,47.9,N/A,N/A,N/A,Americas,Non-OECD,"$9,927.00 ","15,177,355.00",N/A
Ecuador,2012,46,2.6,11.61,13.3,Americas,Non-OECD,"$10,322.00 ","15,419,666.00",N/A
Ecuador,2012,43.8,2.29,10.45,14.3,Americas,Non-OECD,"$10,322.00 ","15,419,666.00",N/A
Ecuador,2012,46.8,2.68,11.62,13.4,Americas,Non-OECD,"$10,286.00 ","15,474,099.00",N/A
Ecuador,2012,46.11,2.6,11.81,13.29,Americas,Non-OECD,"$10,286.00 ","15,474,099.00",N/A
Ecuador,2013,46.8,2.68,11.6,13.3,Americas,Non-OECD,"$10,665.00 ","15,661,547.00",N/A
Ecuador,2013,44.5,2.37,10.06,14.4,Americas,Non-OECD,"$10,665.00 ","15,661,547.00",N/A
Ecuador,2013,47,2.69,10.78,13.6,Americas,Non-OECD,"$10,634.00 ","15,707,473.00",N/A
Ecuador,2013,46.86,2.69,11.52,13.27,Americas,Non-OECD,"$10,634.00 ","15,707,473.00",N/A
Ecuador,2014,44.9,2.41,10.33,14.3,Americas,Non-OECD,"$10,901.00 ","15,903,112.00",N/A
Ecuador,2014,42.5,2.13,9,15.4,Americas,Non-OECD,"$10,901.00 ","15,903,112.00",N/A
Ecuador,2014,44.9,2.42,9.81,14.6,Americas,Non-OECD,"$10,868.00 ","15,951,832.00",N/A
Ecuador,2014,44.99,2.43,10.52,14.15,Americas,Non-OECD,"$10,868.00 ","15,951,832.00",N/A
Ecuador,2015,45.9,2.55,11.13,13.7,Americas,Non-OECD,"$10,749.00 ","16,144,368.00",N/A
Ecuador,2015,43.5,2.22,9.65,14.9,Americas,Non-OECD,"$10,749.00 ","16,144,368.00",N/A
Ecuador,2015,46.2,2.58,10.81,13.9,Americas,Non-OECD,"$10,704.00 ","16,212,022.00",N/A
Ecuador,2015,45.95,2.56,11.24,13.65,Americas,Non-OECD,"$10,704.00 ","16,212,022.00",N/A
Ecuador,2016,44.9,2.43,10.72,14.1,Americas,Non-OECD,"$10,461.00 ","16,385,068.00",N/A
Ecuador,2016,42.7,2.14,9.35,15.2,Americas,Non-OECD,"$10,461.00 ","16,385,068.00",N/A
Ecuador,2016,45,2.41,10.16,14.5,Americas,Non-OECD,"$10,394.00 ","16,491,115.00",N/A
Ecuador,2016,45.02,2.44,10.76,14.07,Americas,Non-OECD,"$10,394.00 ","16,491,115.00",N/A
Ecuador,2017,44.62,2.39,10.5,14.14,Americas,Non-OECD,"$10,454.00 ","16,785,356.00",N/A
Ecuador,2017,42.18,2.09,9.14,15.29,Americas,Non-OECD,"$10,454.00 ","16,785,356.00",N/A
Ecuador,2017,44.4,2.35,10.02,14.5,Americas,Non-OECD,"$10,454.00 ","16,785,356.00",N/A
Ecuador,2017,44.67,2.4,10.56,14.11,Americas,Non-OECD,"$10,454.00 ","16,785,356.00",N/A
Ecuador,2018,45.4,2.5,10.47,14.1,Americas,Non-OECD,"$10,412.00 ","17,084,360.00",N/A
Egypt,2011,31.4,1.23,N/A,21.9,Africa,Non-OECD,"$9,983.00 ","84,529,248.00",N/A
Egypt,2011,31,N/A,4.14,22.8,Africa,Non-OECD,"$9,983.00 ","84,529,248.00",N/A
Egypt,2011,24,N/A,N/A,N/A,Africa,Non-OECD,"$9,983.00 ","84,529,248.00",N/A
Egypt,2011,34,N/A,N/A,N/A,Africa,Non-OECD,"$9,983.00 ","84,529,248.00",N/A
Egypt,2011,30.19,1.16,4.27,22.5,Africa,Non-OECD,"$9,983.00 ","84,529,248.00",N/A
Egypt,2013,54,3.93,16.36,11.22,Africa,Non-OECD,"$9,971.00 ","88,404,648.00",N/A
Egypt,2013,51.4,3.42,14.33,12.22,Africa,Non-OECD,"$9,971.00 ","88,404,648.00",N/A
Egypt,2013,29.6,1.13,N/A,23,Africa,Non-OECD,"$9,971.00 ","88,404,648.00",N/A
Egypt,2013,28.29,1.06,3.92,23.45,Africa,Non-OECD,"$9,971.00 ","88,404,648.00",N/A
Egypt,2015,31.3,1.24,N/A,21.9,Africa,Non-OECD,"$10,243.00 ","92,442,544.00",N/A
Egypt,2015,31.82,1.27,4.55,21.91,Africa,Non-OECD,"$10,243.00 ","92,442,544.00",N/A
El Salvador,2010,43.5,2.24,9.69,14.8,Americas,Non-OECD,"$6,301.00 ","6,164,626.00",N/A
El Salvador,2010,41.4,2.01,8.52,15.8,Americas,Non-OECD,"$6,301.00 ","6,164,626.00",N/A
El Salvador,2010,45.4,2.49,10.81,13.8,Americas,Non-OECD,"$6,281.00 ","6,183,877.00",N/A
El Salvador,2010,43.51,2.25,9.61,14.76,Americas,Non-OECD,"$6,281.00 ","6,183,877.00",N/A
El Salvador,2011,42.3,2.1,8.7,15.6,Americas,Non-OECD,"$6,511.00 ","6,192,560.00",N/A
El Salvador,2011,40,1.86,7.67,16.8,Americas,Non-OECD,"$6,511.00 ","6,192,560.00",N/A
El Salvador,2011,42.32,2.1,8.7,15.62,Americas,Non-OECD,"$6,493.00 ","6,210,567.00",N/A
El Salvador,2011,43,N/A,N/A,N/A,Americas,Non-OECD,"$6,511.00 ","6,192,560.00",N/A
El Salvador,2011,44,N/A,N/A,N/A,Americas,Non-OECD,"$6,511.00 ","6,192,560.00",N/A
El Salvador,2012,41.8,2.04,8.31,16,Americas,Non-OECD,"$6,664.00 ","6,221,246.00",N/A
El Salvador,2012,39.6,1.82,7.47,17,Americas,Non-OECD,"$6,664.00 ","6,221,246.00",N/A
El Salvador,2012,43.8,2.29,9.58,14.8,Americas,Non-OECD,"$6,646.00 ","6,237,922.00",N/A
El Salvador,2012,41.83,2.05,8.41,15.91,Americas,Non-OECD,"$6,646.00 ","6,237,922.00",N/A
El Salvador,2013,43.4,2.24,9.02,15.3,Americas,Non-OECD,"$6,781.00 ","6,250,777.00",N/A
El Salvador,2013,41.4,2.01,8,16.4,Americas,Non-OECD,"$6,781.00 ","6,250,777.00",N/A
El Salvador,2013,45.3,2.47,10.24,14.4,Americas,Non-OECD,"$6,764.00 ","6,266,076.00",N/A
El Salvador,2013,43.36,2.22,8.96,15.39,Americas,Non-OECD,"$6,764.00 ","6,266,076.00",N/A
El Salvador,2014,41.6,2.01,8.29,16,Americas,Non-OECD,"$6,863.00 ","6,281,189.00",N/A
El Salvador,2014,39.5,1.81,7.48,17,Americas,Non-OECD,"$6,863.00 ","6,281,189.00",N/A
El Salvador,2014,43.4,2.22,9.32,15,Americas,Non-OECD,"$6,848.00 ","6,295,124.00",N/A
El Salvador,2014,41.56,2.02,8.32,15.94,Americas,Non-OECD,"$6,848.00 ","6,295,124.00",N/A
El Salvador,2015,40.6,1.93,7.72,16.5,Americas,Non-OECD,"$6,993.00 ","6,312,478.00",N/A
El Salvador,2015,38.4,1.72,6.88,17.6,Americas,Non-OECD,"$6,993.00 ","6,312,478.00",N/A
El Salvador,2015,42.6,2.13,8.71,15.6,Americas,Non-OECD,"$6,979.00 ","6,325,121.00",N/A
El Salvador,2015,40.55,1.92,7.72,16.57,Americas,Non-OECD,"$6,979.00 ","6,325,121.00",N/A
El Salvador,2016,40,1.86,7.73,16.5,Americas,Non-OECD,"$7,132.00 ","6,344,722.00",N/A
El Salvador,2016,38,1.67,7,17.5,Americas,Non-OECD,"$7,132.00 ","6,344,722.00",N/A
El Salvador,2016,42,2.08,8.89,15.4,Americas,Non-OECD,"$7,119.00 ","6,356,137.00",N/A
El Salvador,2016,39.98,1.86,7.79,16.51,Americas,Non-OECD,"$7,119.00 ","6,356,137.00",N/A
El Salvador,2017,38.01,1.67,6.99,17.4,Americas,Non-OECD,"$7,247.00 ","6,388,124.00",N/A
El Salvador,2017,35.85,1.5,6.25,18.45,Americas,Non-OECD,"$7,247.00 ","6,388,124.00",N/A
El Salvador,2017,39.9,1.85,7.83,16.4,Americas,Non-OECD,"$7,247.00 ","6,388,124.00",N/A
El Salvador,2017,38.01,1.67,6.99,17.4,Americas,Non-OECD,"$7,247.00 ","6,388,124.00",N/A
El Salvador,2018,40.5,1.92,8.32,15.9,Americas,Non-OECD,"$7,393.00 ","6,420,740.00",N/A
Estonia,2010,32.1,1.19,5.54,20.41,Europe,OECD,"$22,730.00 ","1,332,103.00",N/A
Estonia,2010,31.9,1.18,5.32,19.94,Europe,OECD,"$22,730.00 ","1,332,103.00",N/A
Estonia,2010,31.3,1.15,5.03,20.6,Europe,OECD,"$22,730.00 ","1,332,103.00",N/A
Estonia,2010,31.7,N/A,N/A,N/A,Europe,OECD,"$22,730.00 ","1,332,102.00",N/A
Estonia,2010,48.8,N/A,N/A,N/A,Europe,OECD,"$22,730.00 ","1,332,102.00",N/A
Estonia,2010,32,1.19,5.51,20.45,Europe,OECD,"$22,730.00 ","1,332,103.00",N/A
Estonia,2011,31.9,1.18,5.34,20.2,Europe,OECD,"$24,538.00 ","1,327,701.00",N/A
Estonia,2011,32.3,N/A,N/A,N/A,Europe,OECD,"$24,524.00 ","1,328,449.00",N/A
Estonia,2011,48.4,N/A,N/A,N/A,Europe,OECD,"$24,524.00 ","1,328,449.00",N/A
Estonia,2011,32.49,1.22,5.51,20.35,Europe,OECD,"$24,538.00 ","1,327,701.00",N/A
Estonia,2012,32.5,1.22,5.44,19.8,Europe,OECD,"$25,683.00 ","1,323,163.00",N/A
Estonia,2012,32.6,N/A,N/A,N/A,Europe,OECD,"$25,649.00 ","1,324,934.00",N/A
Estonia,2012,48.4,N/A,N/A,N/A,Europe,OECD,"$25,649.00 ","1,324,934.00",N/A
Estonia,2012,32.91,1.25,5.55,20.19,Europe,OECD,"$25,683.00 ","1,323,163.00",N/A
Estonia,2013,34.9,1.38,6.15,19.18,Europe,OECD,"$26,262.00 ","1,319,068.00",N/A
Estonia,2013,35.2,1.41,6.39,18.08,Europe,OECD,"$26,262.00 ","1,319,068.00",N/A
Estonia,2013,32.9,1.25,5.52,19.7,Europe,OECD,"$26,262.00 ","1,319,068.00",N/A
Estonia,2013,35.7,N/A,N/A,N/A,Europe,OECD,"$26,212.00 ","1,321,560.00",N/A
Estonia,2013,38.2,N/A,N/A,N/A,Europe,OECD,"$26,212.00 ","1,321,560.00",N/A
Estonia,2013,51,N/A,N/A,N/A,Europe,OECD,"$26,212.00 ","1,321,560.00",N/A
Estonia,2013,35.08,1.4,6.23,19.04,Europe,OECD,"$26,262.00 ","1,319,068.00",N/A
Estonia,2014,35.6,1.44,6.48,18,Europe,OECD,"$27,078.00 ","1,316,273.00",N/A
Estonia,2014,34.6,N/A,N/A,N/A,Europe,OECD,"$27,035.00 ","1,318,359.00",N/A
Estonia,2014,37.3,N/A,N/A,N/A,Europe,OECD,"$27,035.00 ","1,318,359.00",N/A
Estonia,2014,49,N/A,N/A,N/A,Europe,OECD,"$27,035.00 ","1,318,359.00",N/A
Estonia,2014,34.59,1.36,6.04,19.26,Europe,OECD,"$27,078.00 ","1,316,273.00",N/A
Estonia,2015,34.8,1.38,6.18,18.5,Europe,OECD,"$27,612.00 ","1,315,330.00",N/A
Estonia,2015,33,N/A,N/A,N/A,Europe,OECD,"$27,612.00 ","1,315,321.00",N/A
Estonia,2015,35.2,N/A,N/A,N/A,Europe,OECD,"$27,612.00 ","1,315,321.00",N/A
Estonia,2015,47.1,N/A,N/A,N/A,Europe,OECD,"$27,612.00 ","1,315,321.00",N/A
Estonia,2015,32.67,1.22,5.41,20.02,Europe,OECD,"$27,612.00 ","1,315,330.00",N/A
Estonia,2016,32.7,1.23,5.59,19.2,Europe,OECD,"$28,550.00 ","1,316,507.00",N/A
Estonia,2016,31.4,1.14,5.35,19.6,Europe,OECD,"$28,550.00 ","1,316,507.00",N/A
Estonia,2017,31.6,1.16,5.44,19.6,Europe,OECD,"$29,871.00 ","1,319,389.00",N/A
Estonia,2018,30.6,1.09,5.04,20.1,Europe,OECD,"$30,943.00 ","1,322,913.00",N/A
Eswatini,2010,51.45,3.46,14.18,11.54,Africa,Non-OECD,"$8,242.00 ","1,064,841.00",N/A
Ethiopia,2011,30,N/A,N/A,N/A,Africa,Non-OECD,"$1,162.00 ","90,139,928.00",N/A
Ethiopia,2011,27,N/A,N/A,N/A,Africa,Non-OECD,"$1,162.00 ","90,139,928.00",N/A
Ethiopia,2011,37,N/A,N/A,N/A,Africa,Non-OECD,"$1,162.00 ","90,139,928.00",N/A
Ethiopia,2011,33.17,1.33,5.2,20.63,Africa,Non-OECD,"$1,162.00 ","90,139,928.00",N/A
Ethiopia,2011,30.5,N/A,N/A,N/A,Africa,Non-OECD,"$1,162.00 ","90,139,928.00",N/A
Ethiopia,2011,32.2,N/A,N/A,N/A,Africa,Non-OECD,"$1,162.00 ","90,139,928.00",N/A
Ethiopia,2016,33,N/A,N/A,N/A,Africa,Non-OECD,"$1,617.00 ","103,603,464.00",N/A
Ethiopia,2016,28,N/A,N/A,N/A,Africa,Non-OECD,"$1,617.00 ","103,603,464.00",N/A
Ethiopia,2016,38,N/A,N/A,N/A,Africa,Non-OECD,"$1,617.00 ","103,603,464.00",N/A
Ethiopia,2016,34.99,1.46,5.85,19.44,Africa,Non-OECD,"$1,617.00 ","103,603,464.00",N/A
Fiji,2014,N/A,1.62,5.88,19.1,Oceania,Non-OECD,"$8,222.00 ","885,806.00",N/A
Fiji,2014,N/A,1,3.72,24.2,Oceania,Non-OECD,"$8,222.00 ","885,806.00",N/A
Fiji,2014,N/A,1.68,6.25,18.4,Oceania,Non-OECD,"$8,222.00 ","885,806.00",N/A
Fiji,2014,36.7,1.58,5.94,18.85,Oceania,Non-OECD,"$8,406.00 ","866,447.00",N/A
Finland,2010,27.8,0.98,4.03,22.97,Europe,OECD,"$39,830.00 ","5,365,784.00",N/A
Finland,2010,26.3,0.92,3.81,23.43,Europe,OECD,"$39,830.00 ","5,365,784.00",N/A
Finland,2010,31.5,1.18,4.87,20.85,Europe,OECD,"$39,830.00 ","5,365,784.00",N/A
Finland,2010,30.4,1.12,4.81,20.96,Europe,OECD,"$39,830.00 ","5,365,784.00",N/A
Finland,2010,25.4,0.88,3.59,24.2,Europe,OECD,"$39,830.00 ","5,365,784.00",N/A
Finland,2010,26.4,N/A,N/A,N/A,Europe,OECD,"$39,830.00 ","5,365,782.00",N/A
Finland,2010,30.5,N/A,N/A,N/A,Europe,OECD,"$39,830.00 ","5,365,782.00",N/A
Finland,2010,48.7,N/A,N/A,N/A,Europe,OECD,"$39,830.00 ","5,365,782.00",N/A
Finland,2010,27.71,0.98,4.02,23.01,Europe,OECD,"$39,830.00 ","5,365,784.00",N/A
Finland,2011,25.8,0.9,3.69,23.9,Europe,OECD,"$40,670.00 ","5,390,036.00",N/A
Finland,2011,26.4,N/A,N/A,N/A,Europe,OECD,"$40,676.00 ","5,389,242.00",N/A
Finland,2011,30.6,N/A,N/A,N/A,Europe,OECD,"$40,676.00 ","5,389,242.00",N/A
Finland,2011,48.5,N/A,N/A,N/A,Europe,OECD,"$40,676.00 ","5,389,242.00",N/A
Finland,2011,27.64,0.98,3.99,23.19,Europe,OECD,"$40,670.00 ","5,390,036.00",N/A
Finland,2012,25.9,0.9,3.7,23.9,Europe,OECD,"$39,907.00 ","5,414,769.00",N/A
Finland,2012,26,N/A,N/A,N/A,Europe,OECD,"$39,920.00 ","5,412,980.00",N/A
Finland,2012,30.4,N/A,N/A,N/A,Europe,OECD,"$39,920.00 ","5,412,980.00",N/A
Finland,2012,48.8,N/A,N/A,N/A,Europe,OECD,"$39,920.00 ","5,412,980.00",N/A
Finland,2012,27.09,0.95,3.88,23.41,Europe,OECD,"$39,907.00 ","5,414,769.00",N/A
Finland,2013,27.2,0.96,3.93,23.26,Europe,OECD,"$39,428.00 ","5,438,984.00",N/A
Finland,2013,26.1,0.91,3.75,23.64,Europe,OECD,"$39,428.00 ","5,438,984.00",N/A
Finland,2013,31.2,1.17,4.81,20.99,Europe,OECD,"$39,428.00 ","5,438,984.00",N/A
Finland,2013,30.6,1.13,4.82,20.96,Europe,OECD,"$39,428.00 ","5,438,984.00",N/A
Finland,2013,25.4,0.88,3.59,24.2,Europe,OECD,"$39,428.00 ","5,438,984.00",N/A
Finland,2013,26.2,N/A,N/A,N/A,Europe,OECD,"$39,445.00 ","5,436,616.00",N/A
Finland,2013,30.6,N/A,N/A,N/A,Europe,OECD,"$39,445.00 ","5,436,616.00",N/A
Finland,2013,49.5,N/A,N/A,N/A,Europe,OECD,"$39,445.00 ","5,436,616.00",N/A
Finland,2013,27.19,0.95,3.93,23.28,Europe,OECD,"$39,428.00 ","5,438,984.00",N/A
Finland,2014,25.6,0.89,3.6,24,Europe,OECD,"$39,018.00 ","5,461,410.00",N/A
Finland,2014,25.7,N/A,N/A,N/A,Europe,OECD,"$39,030.00 ","5,459,717.00",N/A
Finland,2014,30.4,N/A,N/A,N/A,Europe,OECD,"$39,030.00 ","5,459,717.00",N/A
Finland,2014,49.5,N/A,N/A,N/A,Europe,OECD,"$39,030.00 ","5,459,717.00",N/A
Finland,2014,26.78,0.93,3.85,23.54,Europe,OECD,"$39,018.00 ","5,461,410.00",N/A
Finland,2015,25.2,0.87,3.57,24.2,Europe,OECD,"$39,073.00 ","5,481,128.00",N/A
Finland,2015,26,N/A,N/A,N/A,Europe,OECD,"$39,067.00 ","5,481,966.00",N/A
Finland,2015,31,N/A,N/A,N/A,Europe,OECD,"$39,067.00 ","5,481,966.00",N/A
Finland,2015,50.7,N/A,N/A,N/A,Europe,OECD,"$39,067.00 ","5,481,966.00",N/A
Finland,2015,27.1,0.96,3.9,23.41,Europe,OECD,"$39,073.00 ","5,481,128.00",N/A
Finland,2016,25.4,0.89,3.58,24.2,Europe,OECD,"$40,034.00 ","5,497,714.00",N/A
Finland,2016,25.9,0.91,3.68,23.96,Europe,OECD,"$40,034.00 ","5,497,714.00",N/A
Finland,2017,25.3,0.88,3.53,24.4,Europe,OECD,"$41,151.00 ","5,511,372.00",N/A
Finland,2017,26.6,0.94,3.82,23.56,Europe,OECD,"$41,151.00 ","5,511,372.00",N/A
Finland,2018,25.9,0.91,3.65,24,Europe,OECD,"$41,748.00 ","5,522,585.00",N/A
France,2010,32.2,1.23,5.35,20.4,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,29.1,1.06,4.47,22.16,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,34.1,1.37,5.81,19.58,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,31,1.18,4.86,21.31,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,32.2,1.23,5.27,20.16,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,29,1.03,4.47,21.91,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,29.8,1.12,4.42,22.2,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2010,30.3,N/A,N/A,N/A,Europe,OECD,"$37,984.00 ","63,026,740.00",N/A
France,2010,50.5,N/A,N/A,N/A,Europe,OECD,"$37,984.00 ","63,026,740.00",N/A
France,2010,33.72,1.35,5.43,20.1,Europe,OECD,"$38,073.00 ","62,879,536.00",N/A
France,2011,30.8,1.18,4.59,21.9,Europe,OECD,"$38,696.00 ","63,222,232.00",N/A
France,2011,30.9,N/A,N/A,N/A,Europe,OECD,"$38,622.00 ","63,343,577.00",N/A
France,2011,51.2,N/A,N/A,N/A,Europe,OECD,"$38,622.00 ","63,343,577.00",N/A
France,2011,33.29,1.32,5.3,20.32,Europe,OECD,"$38,696.00 ","63,222,232.00",N/A
France,2012,30.5,1.16,4.54,22,Europe,OECD,"$38,609.00 ","63,564,224.00",N/A
France,2012,30.5,N/A,N/A,N/A,Europe,OECD,"$38,563.00 ","63,639,873.00",N/A
France,2012,33.8,N/A,N/A,N/A,Europe,OECD,"$38,563.00 ","63,639,873.00",N/A
France,2012,51.5,N/A,N/A,N/A,Europe,OECD,"$38,563.00 ","63,639,873.00",N/A
France,2012,33.11,1.31,5.26,20.44,Europe,OECD,"$38,609.00 ","63,564,224.00",N/A
France,2013,30.1,1.14,4.47,22.2,Europe,OECD,"$38,631.00 ","63,893,520.00",N/A
France,2013,29.1,N/A,N/A,N/A,Europe,OECD,"$38,615.00 ","63,919,917.00",N/A
France,2013,32.6,N/A,N/A,N/A,Europe,OECD,"$38,615.00 ","63,919,917.00",N/A
France,2013,50.1,N/A,N/A,N/A,Europe,OECD,"$38,615.00 ","63,919,917.00",N/A
France,2013,32.51,1.27,5.11,20.74,Europe,OECD,"$38,631.00 ","63,893,520.00",N/A
France,2014,29.2,1.09,4.28,22.6,Europe,OECD,"$38,818.00 ","64,193,552.00",N/A
France,2014,29.3,N/A,N/A,N/A,Europe,OECD,"$38,820.00 ","64,190,638.00",N/A
France,2014,32.9,N/A,N/A,N/A,Europe,OECD,"$38,820.00 ","64,190,638.00",N/A
France,2014,51,N/A,N/A,N/A,Europe,OECD,"$38,820.00 ","64,190,638.00",N/A
France,2014,32.26,1.26,5.05,20.74,Europe,OECD,"$38,818.00 ","64,193,552.00",N/A
